,holeid,mid_x,mid_y,mid_z,from,to,Length,MAGSUS_MOD,MINDOM_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,Magnetite_pct,MS_Actual,Lith,Litho_2,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,Ga_ppm,K_pct,La_ppm,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Ni_ppm,P_ppm,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,SiO2_pct,Sr_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Zn_ppm,Cu_Sulf_Mode,FeOx_1_Mode_1,FeOx_1_Mode_2,FeOx_1_Type,FeOx_2_Mode_1,FeOx_2_Mode_2,FeOx_2_Type,Py_Min_Mode_1,Py_Min_Mode_2,Ac,Alb,Cb,Ch,Cp,Cu_Sulfide_pct,Ep,FeOx_1_pct,FeOx_2_pct,He_s,He_t,Hem,Kspar,Lm,Mt,Py,Qz,Sr
397,4a3-06-161DD,400088.9263,7073946.457,938.4419558,158.0,159.0,1.0,out,Sulfides,VLCL_TOP,8.6,47.29,,6465.0,SPEC,MANTO,2.4,2.26,14.0,0.158,40.0,0.5,2.0,0.92,0.5,428.0,1,1.34,46.8,,0.19,,0.49,477,7.0,0.53,16.0,810,14.0,4.37,5.0,,,,9.0,,0.1,,,39.0,30.0,40,504.0,904.0,221.0,d,,,,504.0,,0.0,0.0,0.0,1.0,5.0,5.0,0.0,65.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0
398,4a3-06-161DD,400090.4031,7073947.146,936.5000331,161.0,161.07,0.07,in,Sulfides,VLCL_TOP,61.5,54.2,42.03,66428.0,FEOX,MANTO,2.3,1.31,13.0,0.185,100.0,1.2,2.0,1.07,0.5,319.0,1,1.4,55.4,,0.44,,0.35,682,8.0,0.14,17.0,680,14.0,4.06,5.0,,,,2.0,,0.05,,,21.0,10.0,33,504.0,804.0,,e,221.0,304.0,a,504.0,,1.0,0.0,0.0,0.0,0.1,0.1,0.0,45.0,20.0,45.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0
399,4a3-06-161DD,400090.6944,7073947.282,936.1170109,161.07,162.0,0.93,in,Sulfides,VLCL_TOP,61.5,54.2,42.03,66428.0,MAGT,MANTO,2.3,1.31,13.0,0.185,100.0,1.2,2.0,1.07,0.5,319.0,1,1.4,55.4,,0.44,,0.35,682,8.0,0.14,17.0,680,14.0,4.06,5.0,,,,2.0,,0.05,,,21.0,10.0,33,504.0,904.0,221.0,a,304.0,,e,504.0,221.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,50.0,20.0,20.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0
400,4a3-06-161DD,400091.6207,7073947.714,934.8990002,163.0,163.25,0.25,in,Sulfides,VLCL_TOP,7.3,39.0,4.87,6280.0,FEOX,MANTO,2.0,3.28,11.0,0.078,160.0,0.5,2.0,2.55,0.8,514.0,10,0.838,40.6,,1.24,,0.68,1050,8.0,0.42,12.0,520,10.0,3.63,5.0,,,,7.0,,0.16,,,70.0,40.0,99,504.0,904.0,221.0,d,,,,504.0,221.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,6.0,1.0,0.0
401,4a3-06-161DD,400091.8741,7073947.832,934.5657709,163.25,163.87,0.62,in,Sulfides,VLCL_TOP,7.3,39.0,4.87,6280.0,ANTF2,ANDT,2.0,3.28,11.0,0.078,160.0,0.5,2.0,2.55,0.8,514.0,10,0.838,40.6,,1.24,,0.68,1050,8.0,0.42,12.0,520,10.0,3.63,5.0,,,,7.0,,0.16,,,70.0,40.0,99,504.0,304.0,,e,221.0,302.0,a,504.0,,1.0,0.0,0.0,2.0,0.1,0.1,0.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0
402,4a3-06-161DD,400092.0925,7073947.934,934.2785042,163.87,164.0,0.13,in,Sulfides,VLCL_TOP,7.3,39.0,4.87,6280.0,FEOX,MANTO,2.0,3.28,11.0,0.078,160.0,0.5,2.0,2.55,0.8,514.0,10,0.838,40.6,,1.24,,0.68,1050,8.0,0.42,12.0,520,10.0,3.63,5.0,,,,7.0,,0.16,,,70.0,40.0,99,504.0,904.0,221.0,d,100.0,,f,,,1.0,0.0,0.0,1.0,0.5,0.5,0.0,50.0,0.1,35.0,0.1,1.0,0.0,0.0,15.0,0.0,0.0,0.0
403,4a3-06-161DD,400094.7519,7073949.174,930.7815113,168.0,169.0,1.0,in,Sulfides,VLCL_TOP,6.0,18.97,3.74,2448.0,VCSD,ANDT,0.9,6.32,12.0,0.027,300.0,0.8,2.0,3.63,0.5,261.0,30,0.1815,18.25,,1.39,,3.15,2780,39.0,1.33,15.0,770,3.0,3.87,5.0,,,,85.0,,0.38,,,120.0,10.0,231,304.0,804.0,,b,,,,304.0,,1.0,0.0,0.0,1.0,0.1,0.1,0.0,35.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,10.0,1.0,0.0
404,4a3-06-161DD,400096.3831,7073949.934,928.6365869,171.0,171.6,0.6,in,Sulfides,VLCL_TOP,7.8,20.03,4.96,5610.0,ANTF1,ANDT,0.5,5.35,19.0,0.022,100.0,0.7,2.0,2.59,0.6,515.0,109,0.0826,21.7,,2.43,,3.64,4360,35.0,0.49,48.0,510,6.0,5.12,5.0,,,,84.0,,0.46,,,116.0,10.0,233,,,,,,,,304.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
405,4a3-06-161DD,400096.6744,7073950.07,928.2535647,171.6,172.0,0.4,in,Sulfides,VLCL_TOP,7.8,20.03,4.96,5610.0,VCSD,ANDT,0.5,5.35,19.0,0.022,100.0,0.7,2.0,2.59,0.6,515.0,109,0.0826,21.7,,2.43,,3.64,4360,35.0,0.49,48.0,510,6.0,5.12,5.0,,,,84.0,,0.46,,,116.0,10.0,233,304.0,804.0,221.0,b,,,,304.0,221.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0
406,4a3-06-161DD,400098.5502,7073950.945,925.7869016,175.0,175.04,0.04,in,Sulfides,VLCL_TOP,31.6,41.4,21.53,26388.0,ANTF2,ANDT,0.5,2.58,5.0,0.061,180.0,0.9,2.0,2.25,1.2,30.0,7,0.334,41.7,,1.01,,1.52,1660,35.0,0.03,7.0,760,2.0,0.66,5.0,,,,1.0,,0.13,,,59.0,40.0,157,304.0,221.0,,e,302.0,,a,304.0,221.0,1.0,0.0,0.0,2.0,0.1,0.1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
407,4a3-06-161DD,400098.8415,7073951.081,925.4038793,175.04,176.0,0.96,in,Sulfides,VLCL_TOP,31.6,41.4,21.53,26388.0,ANTF2,ANDT,0.5,2.58,5.0,0.061,180.0,0.9,2.0,2.25,1.2,30.0,7,0.334,41.7,,1.01,,1.52,1660,35.0,0.03,7.0,760,2.0,0.66,5.0,,,,1.0,,0.13,,,59.0,40.0,157,504.0,804.0,221.0,b,,,,504.0,221.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,30.0,0.0,10.0,0.0,0.0,1.0,0.0,20.0,8.0,1.0,0.0
408,4a3-06-161DD,400099.2843,7073951.287,924.8216856,176.0,176.56,0.56,in,Sulfides,VLCL_TOP,23.3,31.62,15.55,20808.0,ANTF2,ANDT,0.5,3.83,7.0,0.104,230.0,0.8,2.0,1.65,0.7,109.0,8,0.674,32.6,,1.33,,0.94,1300,32.0,1.24,13.0,610,12.0,1.85,5.0,,,,19.0,,0.19,,,66.0,10.0,83,504.0,804.0,221.0,b,,,,504.0,221.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,35.0,0.0,10.0,0.0,0.0,1.0,0.0,25.0,6.0,1.0,0.0
409,4a3-06-161DD,400099.5464,7073951.409,924.4769656,176.56,176.9,0.34,in,Sulfides,VLCL_TOP,23.3,31.62,15.55,20808.0,ANTF1,ANDT,0.5,3.83,7.0,0.104,230.0,0.8,2.0,1.65,0.7,109.0,8,0.674,32.6,,1.33,,0.94,1300,32.0,1.24,13.0,610,12.0,1.85,5.0,,,,19.0,,0.19,,,66.0,10.0,83,,221.0,,e,,,,304.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0
410,4a3-06-161DD,400099.6746,7073951.469,924.3084358,176.9,177.0,0.1,in,Sulfides,VLCL_TOP,23.3,31.62,15.55,20808.0,ANTF2,ANDT,0.5,3.83,7.0,0.104,230.0,0.8,2.0,1.65,0.7,109.0,8,0.674,32.6,,1.33,,0.94,1300,32.0,1.24,13.0,610,12.0,1.85,5.0,,,,19.0,,0.19,,,66.0,10.0,83,504.0,302.0,,a,221.0,,e,504.0,,1.0,0.0,0.0,2.0,0.1,0.1,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,1.0
411,4a3-06-161DD,400100.4057,7073951.81,923.34705,178.0,178.41,0.41,out,Sulfides,VLCL_TOP,4.2,13.85,2.56,2029.0,ANTF2,ANDT,0.5,6.23,16.0,0.128,210.0,0.5,2.0,2.98,0.5,26.0,18,0.506,12.45,,1.07,,2.71,2980,6.0,2.63,9.0,860,2.0,0.99,5.0,,,,68.0,,0.39,,,108.0,10.0,169,504.0,304.0,,e,221.0,,a,304.0,,1.0,0.0,0.0,2.0,1.0,1.0,1.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0
412,4a3-06-161DD,400100.6096,7073951.905,923.0789345,178.41,178.7,0.29,out,Sulfides,VLCL_TOP,4.2,13.85,2.56,2029.0,ANTF1,ANDT,0.5,6.23,16.0,0.128,210.0,0.5,2.0,2.98,0.5,26.0,18,0.506,12.45,,1.07,,2.71,2980,6.0,2.63,9.0,860,2.0,0.99,5.0,,,,68.0,,0.39,,,108.0,10.0,169,,221.0,,e,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
413,4a3-06-161DD,400100.7815,7073951.985,922.8529513,178.7,179.0,0.3,out,Sulfides,VLCL_TOP,4.2,13.85,2.56,2029.0,VCSD,ANDT,0.5,6.23,16.0,0.128,210.0,0.5,2.0,2.98,0.5,26.0,18,0.506,12.45,,1.07,,2.71,2980,6.0,2.63,9.0,860,2.0,0.99,5.0,,,,68.0,,0.39,,,108.0,10.0,169,,221.0,,e,,,,221.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
414,4a3-06-161DD,400102.9078,7073952.977,920.0568891,182.0,183.0,1.0,out,Sulfides,VLCL_TOP,10.9,21.68,7.42,7759.0,VCSD,ANDT,0.5,4.35,8.0,0.035,260.0,0.7,2.0,3.68,0.6,102.0,7,0.262,24.4,,0.81,,3.72,5250,68.0,0.66,19.0,610,6.0,2.1,5.0,,,,45.0,,0.36,,,129.0,10.0,256,504.0,804.0,221.0,c,,,,304.0,,0.0,0.0,0.0,2.0,0.1,0.1,0.0,10.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0
415,4a3-06-161DD,400105.8206,7073954.335,916.2266669,187.0,188.0,1.0,out,Sulfides,VLCL_TOP,31.7,45.32,21.93,32354.0,VCSD,ANDT,0.5,1.9,10.0,0.081,150.0,1.0,2.0,1.64,1.2,592.0,7,0.583,47.9,,1.0,,0.97,2060,4.0,0.16,49.0,610,35.0,5.14,5.0,,,,37.0,,0.09,,,53.0,10.0,77,221.0,804.0,221.0,b,,,,504.0,221.0,0.0,1.0,0.0,1.0,0.2,0.2,1.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,15.0,1.0,1.0
416,4a3-06-161DD,400108.1218,7073955.408,913.2007914,191.0,191.9,0.9,out,Sulfides,VLCL_TOP,13.2,41.15,8.99,12750.0,VCSD,ANDT,1.0,2.17,16.0,0.214,120.0,0.7,2.0,2.13,1.2,583.0,7,1.62,43.1,,0.55,,1.33,1370,19.0,0.31,22.0,750,8.0,4.42,5.0,,,,28.0,,0.14,,,63.0,30.0,155,504.0,221.0,304.0,b,,,,504.0,221.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,1.0
417,4a3-06-161DD,400108.413,7073955.544,912.8177691,191.9,192.0,0.1,out,Sulfides,VLCL_TOP,13.2,41.15,8.99,12750.0,ANCT,ANDT,1.0,2.17,16.0,0.214,120.0,0.7,2.0,2.13,1.2,583.0,7,1.62,43.1,,0.55,,1.33,1370,19.0,0.31,22.0,750,8.0,4.42,5.0,,,,28.0,,0.14,,,63.0,30.0,155,504.0,221.0,304.0,b,,,,504.0,221.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,13.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,5.0,0.0,1.0
418,4a3-06-161DD,400113.1172,7073957.738,906.6319603,200.0,200.05,0.05,out,Sulfides,VLCL_TOP,6.61,17.11,,5061.0,VCSD,ANDT,0.7,5.64,19.0,0.079,430.0,0.8,2.0,3.3,0.5,138.0,74,0.285,17.75,,1.43,,4.44,3940,10.0,0.85,30.0,720,2.0,1.88,7.0,,,,79.0,,0.42,,,139.0,10.0,376,504.0,221.0,,a,302.0,,e,504.0,221.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0
419,4a3-06-161DD,400113.3066,7073957.826,906.3829958,200.05,200.65,0.6,out,Sulfides,VLCL_TOP,6.61,17.11,,5061.0,ANTF1,ANDT,0.7,5.64,19.0,0.079,430.0,0.8,2.0,3.3,0.5,138.0,74,0.285,17.75,,1.43,,4.44,3940,10.0,0.85,30.0,720,2.0,1.88,7.0,,,,79.0,,0.42,,,139.0,10.0,376,,302.0,,a,,,,504.0,221.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0
420,4a3-06-161DD,400113.5396,7073957.935,906.076578,200.65,200.85,0.2,out,Sulfides,VLCL_TOP,6.61,17.11,,5061.0,MDST,CARB,0.7,5.64,19.0,0.079,430.0,0.8,2.0,3.3,0.5,138.0,74,0.285,17.75,,1.43,,4.44,3940,10.0,0.85,30.0,720,2.0,1.88,7.0,,,,79.0,,0.42,,,139.0,10.0,376,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,4a3-06-161DD,400113.6416,7073957.982,905.9425203,200.85,201.0,0.15,out,Sulfides,VLCL_TOP,6.61,17.11,,5061.0,VCSD,ANDT,0.7,5.64,19.0,0.079,430.0,0.8,2.0,3.3,0.5,138.0,74,0.285,17.75,,1.43,,4.44,3940,10.0,0.85,30.0,720,2.0,1.88,7.0,,,,79.0,,0.42,,,139.0,10.0,376,,,,,,,,221.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
422,4a3-06-161DD,400126.5424,7073963.998,888.9784661,223.0,223.14,0.14,out,Sulfides,VLCL_BOTTOM,3.1,21.86,2.14,2315.0,SPEC,MANTO,1.3,4.22,15.0,0.057,250.0,0.5,2.0,1.72,0.9,172.0,33,0.398,23.9,,0.81,,1.84,1420,22.0,1.61,21.0,1440,8.0,2.89,5.0,,,,51.0,,0.31,,,134.0,10.0,196,508.0,904.0,,e,504.0,,f,508.0,221.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,55.0,5.0,55.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
423,4a3-06-161DD,400126.7026,7073964.073,888.7678039,223.14,223.55,0.41,out,Sulfides,VLCL_BOTTOM,3.1,21.86,2.14,2315.0,VCMS,ANDT,1.3,4.22,15.0,0.057,250.0,0.5,2.0,1.72,0.9,172.0,33,0.398,23.9,,0.81,,1.84,1420,22.0,1.61,21.0,1440,8.0,2.89,5.0,,,,51.0,,0.31,,,134.0,10.0,196,,221.0,,e,,,,221.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0
424,4a3-06-161DD,400126.9531,7073964.189,888.4384047,223.55,224.0,0.45,out,Sulfides,VLCL_BOTTOM,3.1,21.86,2.14,2315.0,VCSD,ANDT,1.3,4.22,15.0,0.057,250.0,0.5,2.0,1.72,0.9,172.0,33,0.398,23.9,,0.81,,1.84,1420,22.0,1.61,21.0,1440,8.0,2.89,5.0,,,,51.0,,0.31,,,134.0,10.0,196,221.0,804.0,221.0,c,,,,221.0,508.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0
425,4a3-06-161DD,400127.1017,7073964.259,888.2430634,224.0,224.06,0.06,out,Sulfides,VLCL_BOTTOM,7.2,29.83,5.07,6180.0,VCSD,ANDT,1.5,4.19,11.0,0.095,260.0,0.7,2.0,1.77,1.4,396.0,45,0.707,33.0,,1.11,,1.66,1330,4.0,1.61,29.0,690,14.0,3.77,5.0,,,,44.0,,0.31,,,119.0,30.0,189,221.0,804.0,221.0,c,,,,221.0,508.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0
426,4a3-06-161DD,400127.1832,7073964.297,888.1358172,224.06,224.28,0.22,out,Sulfides,VLCL_BOTTOM,7.2,29.83,5.07,6180.0,FEOX,MANTO,1.5,4.19,11.0,0.095,260.0,0.7,2.0,1.77,1.4,396.0,45,0.707,33.0,,1.11,,1.66,1330,4.0,1.61,29.0,690,14.0,3.77,5.0,,,,44.0,,0.31,,,119.0,30.0,189,508.0,804.0,221.0,b,221.0,,f,508.0,221.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,70.0,5.0,20.0,5.0,0.0,0.0,0.0,50.0,4.0,1.0,1.0
427,4a3-06-161DD,400127.2939,7073964.348,887.9902687,224.28,224.44,0.16,out,Sulfides,VLCL_BOTTOM,7.2,29.83,5.07,6180.0,VCSD,ANDT,1.5,4.19,11.0,0.095,260.0,0.7,2.0,1.77,1.4,396.0,45,0.707,33.0,,1.11,,1.66,1330,4.0,1.61,29.0,690,14.0,3.77,5.0,,,,44.0,,0.31,,,119.0,30.0,189,,221.0,,e,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
428,4a3-06-161DD,400127.425,7073964.409,887.8179087,224.44,224.73,0.29,out,Sulfides,VLCL_BOTTOM,7.2,29.83,5.07,6180.0,SPEC,MANTO,1.5,4.19,11.0,0.095,260.0,0.7,2.0,1.77,1.4,396.0,45,0.707,33.0,,1.11,,1.66,1330,4.0,1.61,29.0,690,14.0,3.77,5.0,,,,44.0,,0.31,,,119.0,30.0,189,508.0,904.0,221.0,e,,,,304.0,508.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
429,4a3-06-161DD,400127.5881,7073964.485,887.6034163,224.73,225.0,0.27,out,Sulfides,VLCL_BOTTOM,7.2,29.83,5.07,6180.0,VCSD,ANDT,1.5,4.19,11.0,0.095,260.0,0.7,2.0,1.77,1.4,396.0,45,0.707,33.0,,1.11,,1.66,1330,4.0,1.61,29.0,690,14.0,3.77,5.0,,,,44.0,,0.31,,,119.0,30.0,189,221.0,221.0,304.0,e,221.0,,a,508.0,,0.0,0.0,0.0,1.0,0.1,0.1,1.0,0.8,0.5,0.8,0.0,0.0,0.0,0.0,0.5,0.1,0.0,1.0
430,4a3-06-161DD,400134.1303,7073967.536,879.0007372,236.0,236.19,0.19,out,Sulfides,VLCL_BOTTOM,2.1,15.18,1.15,1148.0,SPEC,MANTO,2.1,6.65,21.0,0.122,310.0,0.9,6.0,2.5,0.5,290.0,15,0.224,14.0,,2.14,,4.02,2330,8.0,1.37,17.0,920,23.0,2.95,5.0,,,,72.0,,0.52,,,153.0,10.0,246,508.0,904.0,221.0,e,100.0,,f,508.0,304.0,1.0,1.0,0.0,1.0,1.5,1.5,0.0,55.0,5.0,55.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
431,4a3-06-161DD,400134.2993,7073967.615,878.7785843,236.19,236.58,0.39,out,Sulfides,VLCL_BOTTOM,2.1,15.18,1.15,1148.0,CONG,ANDE,2.1,6.65,21.0,0.122,310.0,0.9,6.0,2.5,0.5,290.0,15,0.224,14.0,,2.14,,4.02,2330,8.0,1.37,17.0,920,23.0,2.95,5.0,,,,72.0,,0.52,,,153.0,10.0,246,508.0,221.0,,e,,,,221.0,,0.0,0.0,1.0,1.0,0.2,0.2,1.0,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
432,4a3-06-161DD,400134.5352,7073967.725,878.4683363,236.58,237.0,0.42,out,Sulfides,VLCL_BOTTOM,2.1,15.18,1.15,1148.0,VCSD,ANDT,2.1,6.65,21.0,0.122,310.0,0.9,6.0,2.5,0.5,290.0,15,0.224,14.0,,2.14,,4.02,2330,8.0,1.37,17.0,920,23.0,2.95,5.0,,,,72.0,,0.52,,,153.0,10.0,246,,221.0,,e,,,,221.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
433,4a3-06-161DD,400135.8372,7073968.332,876.756227,239.0,239.05,0.05,out,Sulfides,VLCL_BOTTOM,4.1,35.83,2.57,2394.0,SPEC,MANTO,4.4,3.08,20.0,0.156,230.0,0.5,8.0,1.05,0.5,290.0,11,1.64,37.6,,1.25,,1.69,843,6.0,0.5,10.0,670,19.0,4.13,6.0,,,,33.0,,0.18,,,65.0,10.0,93,508.0,904.0,,e,,,,304.0,508.0,0.0,1.0,0.0,1.0,0.8,0.8,0.0,60.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0
434,4a3-06-161DD,400136.0848,7073968.448,876.4306581,239.05,239.85,0.8,out,Sulfides,VLCL_BOTTOM,4.1,35.83,2.57,2394.0,FEOX,MANTO,4.4,3.08,20.0,0.156,230.0,0.5,8.0,1.05,0.5,290.0,11,1.64,37.6,,1.25,,1.69,843,6.0,0.5,10.0,670,19.0,4.13,6.0,,,,33.0,,0.18,,,65.0,10.0,93,508.0,904.0,,d,,,,306.0,506.0,0.0,1.0,0.0,1.0,2.5,2.5,0.0,70.0,0.0,50.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,2.0
435,4a3-06-161DD,400136.3615,7073968.577,876.066787,239.85,240.0,0.15,out,Sulfides,VLCL_BOTTOM,4.1,35.83,2.57,2394.0,VCMS,ANDT,4.4,3.08,20.0,0.156,230.0,0.5,8.0,1.05,0.5,290.0,11,1.64,37.6,,1.25,,1.69,843,6.0,0.5,10.0,670,19.0,4.13,6.0,,,,33.0,,0.18,,,65.0,10.0,93,221.0,221.0,,e,,,,221.0,,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
436,4a3-06-161DD,400137.716,7073969.208,874.2857337,242.0,242.5,0.5,out,Sulfides,VLCL_BOTTOM,4.94,33.33,,3383.0,FEOX,MANTO,1.0,4.43,17.0,0.015,190.0,0.5,9.0,2.4,0.9,130.0,21,0.0932,33.3,,0.87,,1.7,1075,9.0,1.37,13.0,630,16.0,3.59,5.0,,,,73.0,,0.27,,,108.0,10.0,174,508.0,904.0,221.0,d,,,,306.0,508.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,70.0,0.0,60.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,2.0
437,4a3-06-161DD,400137.8908,7073969.29,874.0559203,242.5,242.6,0.1,out,Sulfides,VLCL_BOTTOM,4.94,33.33,,3383.0,FAUL,FAULT,1.0,4.43,17.0,0.015,190.0,0.5,9.0,2.4,0.9,130.0,21,0.0932,33.3,,0.87,,1.7,1075,9.0,1.37,13.0,630,16.0,3.59,5.0,,,,73.0,,0.27,,,108.0,10.0,174,,304.0,,f,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,4a3-06-161DD,400138.0364,7073969.358,873.8644092,242.6,243.0,0.4,out,Sulfides,VLCL_BOTTOM,4.94,33.33,,3383.0,VCSD,ANDT,1.0,4.43,17.0,0.015,190.0,0.5,9.0,2.4,0.9,130.0,21,0.0932,33.3,,0.87,,1.7,1075,9.0,1.37,13.0,630,16.0,3.59,5.0,,,,73.0,,0.27,,,108.0,10.0,174,,221.0,,e,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
439,4a3-06-206,400287.38,7073485.35,1023.18,56.0,58.0,2.0,out,Mixture,VLCL_BOTTOM,5.7,24.6,3.68,1754.0,ANTF2,ANDT,0.7,5.17,28.0,0.054,300.0,0.6,2.0,1.6,0.9,223.0,31,0.395,23.8,,1.33,,1.44,2020,62.0,0.91,32.0,770,3.0,0.07,5.0,,,,111.0,,0.31,,,115.0,10.0,361,,400.0,100.0,g,221.0,,e,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.8,0.8,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
440,4a3-06-207,400331.08,7073393.44,1062.86,20.0,22.0,2.0,out,Mixture,VLCL_BOTTOM,2.0,22.47,1.21,1314.0,ANTF2,ANDT,0.9,5.02,33.0,0.051,360.0,0.6,2.0,3.13,0.9,152.0,38,0.13,22.7,,1.68,,1.98,2510,15.0,0.56,24.0,750,2.0,0.94,15.0,,,,140.0,,0.33,,,114.0,10.0,623,,804.0,,d,400.0,804.0,g,,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,25.0,17.0,2.0,0.0,0.0,25.0,5.0,0.0,1.0,0.0
441,4a3-06-207,400331.08,7073393.44,1054.86,28.0,30.0,2.0,out,Mixture,VLCL_BOTTOM,2.8,29.65,1.76,675.0,ANCT,ANDT,0.9,5.09,29.0,0.034,420.0,0.5,2.0,1.38,2.4,156.0,43,0.149,28.8,,1.53,,0.99,1340,10.0,0.8,23.0,700,2.0,0.13,18.0,,,,125.0,,0.36,,,122.0,10.0,447,,804.0,,d,804.0,400.0,g,,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,20.0,20.0,10.0,0.0,0.0,20.0,5.0,0.0,1.0,0.0
