,mid_x,mid_y,mid_z,DTT_Fe_Conc_Grade,MAGSUS_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,MS_Actual,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Na_pct,P_ppm,S_pct,Si_pct,Ti_pct,Py
1511,399471.8827,7072766.525,965.2313693,58.98,out,VLCL_TOP,12,45.15,5527.671303,1.66,2.24,44.1,1.12,0.8,0.05,370,2.47,6.3,0.16,1.5
1512,399472.0996,7072766.29,961.1588604,63.39,out,VLCL_TOP,21.9,43.47,15864.02832,1.47,1.11,42.9,0.85,0.88,0.05,250,4.56,7.9,0.09,1
1513,399472.1342,7072766.253,960.5108631,63.39,out,VLCL_TOP,21.9,43.47,15864.02832,1.47,1.11,42.9,0.85,0.88,0.05,250,4.56,7.9,0.09,2
1514,399472.17,7072766.214,959.8429317,63.39,out,VLCL_TOP,21.9,43.47,15864.02832,1.47,1.11,42.9,0.85,0.88,0.05,250,4.56,7.9,0.09,0.7
1515,399472.1849,7072766.198,959.5637975,63.39,out,VLCL_TOP,21.9,43.47,15864.02832,1.47,1.11,42.9,0.85,0.88,0.05,250,4.56,7.9,0.09,2
1516,399472.1985,7072766.184,959.3095867,63.39,out,VLCL_TOP,21.9,43.47,15864.02832,1.47,1.11,42.9,0.85,0.88,0.05,250,4.56,7.9,0.09,2
1517,399472.6521,7072765.694,950.8909908,65.67,out,VLCL_TOP,36,39.52,22624.55442,1.82,2.93,40.4,0.23,1.48,0.04,360,5.41,9.9,0.1,3
1518,399472.7059,7072765.636,949.8941271,65.67,out,VLCL_TOP,36,39.52,22624.55442,1.82,2.93,40.4,0.23,1.48,0.04,360,5.41,9.9,0.1,3
1519,399472.8579,7072765.472,947.0779872,66.27,out,VLCL_TOP,33.7,32.85,24380.37123,3.04,1.71,35,1.3,1.2,0.22,340,1.66,13.8,0.1,5
1520,399472.887,7072765.441,946.5396808,66.27,out,VLCL_TOP,33.7,32.85,24380.37123,3.04,1.71,35,1.3,1.2,0.22,340,1.66,13.8,0.1,0.1
1521,399472.93,7072765.394,945.7421898,66.27,out,VLCL_TOP,33.7,32.85,24380.37123,3.04,1.71,35,1.3,1.2,0.22,340,1.66,13.8,0.1,5
1522,399473.064,7072765.25,943.2599992,56.85,in,VLCL_TOP,2.5,43.47,1951.913612,1.56,1.84,46.8,0.83,0.48,0.04,430,3.32,8.6,0.1,5
1523,399473.1124,7072765.198,942.3628219,56.85,in,VLCL_TOP,2.5,43.47,1951.913612,1.56,1.84,46.8,0.83,0.48,0.04,430,3.32,8.6,0.1,3
1524,399473.1646,7072765.141,941.3958641,56.85,in,VLCL_TOP,2.5,43.47,1951.913612,1.56,1.84,46.8,0.83,0.48,0.04,430,3.32,8.6,0.1,0.5
1525,399473.3935,7072764.894,937.1542091,60.8,in,VLCL_TOP,3.4,17.63,2111.197293,4.52,3.3,20.7,1.8,1.55,0.54,480,0.96,19.2,0.21,2
1526,399473.4129,7072764.874,936.7953381,60.8,in,VLCL_TOP,3.4,17.63,2111.197293,4.52,3.3,20.7,1.8,1.55,0.54,480,0.96,19.2,0.21,0.1
1527,399473.4314,7072764.853,936.4514202,60.8,in,VLCL_TOP,3.4,17.63,2111.197293,4.52,3.3,20.7,1.8,1.55,0.54,480,0.96,19.2,0.21,0.5
1528,399473.4425,7072764.842,936.2470631,60.8,in,VLCL_TOP,3.4,17.63,2111.197293,4.52,3.3,20.7,1.8,1.55,0.54,480,0.96,19.2,0.21,0.1
1529,399473.4564,7072764.827,935.9878785,60.8,in,VLCL_TOP,3.4,17.63,2111.197293,4.52,3.3,20.7,1.8,1.55,0.54,480,0.96,19.2,0.21,0.5
1530,399473.4817,7072764.799,935.5193526,60.8,in,VLCL_TOP,3.4,17.63,2111.197293,4.52,3.3,20.7,1.8,1.55,0.54,480,0.96,19.2,0.21,0.1
1531,399640.4602,7072413.593,1061.753925,62.47,out,VLCL_BOTTOM,8,30.1,5940.385137,4,2.82,31.7,1.29,3.05,0.06,470,2.09,12.3,0.37,3
1532,399640.4991,7072413.624,1060.90537,62.47,out,VLCL_BOTTOM,8,30.1,5940.385137,4,2.82,31.7,1.29,3.05,0.06,470,2.09,12.3,0.37,0.1
1533,399640.5186,7072413.639,1060.481091,62.47,out,VLCL_BOTTOM,8,30.1,5940.385137,4,2.82,31.7,1.29,3.05,0.06,470,2.09,12.3,0.37,10
1534,399641.3062,7072414.253,1043.360195,62.02,out,VLCL_BOTTOM,15.3,41.71,12315.07227,1.66,5.61,41.1,0.05,0.73,0.02,530,5.55,5.8,0.09,10
1535,399642.5653,7072415.256,1015.817213,65.21,out,VLCL_BOTTOM,3.2,33.14,1621.409407,2.44,3.13,36.4,0.32,0.68,0.08,390,1.86,13.8,0.12,0.3
1536,399642.5967,7072415.282,1015.123405,65.21,out,VLCL_BOTTOM,3.2,33.14,1621.409407,2.44,3.13,36.4,0.32,0.68,0.08,390,1.86,13.8,0.12,0.1
1537,399642.6152,7072415.297,1014.714109,65.21,out,VLCL_BOTTOM,3.2,33.14,1621.409407,2.44,3.13,36.4,0.32,0.68,0.08,390,1.86,13.8,0.12,0.7
1538,399643.0896,7072415.69,1004.217152,60.19,out,VLCL_BOTTOM,6.7,35.72,4519.517458,2.1,4.16,40.6,0.53,0.58,0.06,560,5.34,10.7,0.14,3
1539,399643.1347,7072415.727,1003.218868,60.19,out,VLCL_BOTTOM,6.7,35.72,4519.517458,2.1,4.16,40.6,0.53,0.58,0.06,560,5.34,10.7,0.14,10
1540,399552.6343,7072812.683,962.883212,61.4,out,VLCL_TOP,6.5,25.08,3379.347139,2.99,3.02,25.3,1.35,1,0.06,1200,1.3,17.8,0.19,0.5
1541,399552.6183,7072812.665,961.8835045,61.4,out,VLCL_TOP,6.5,25.08,3379.347139,2.99,3.02,25.3,1.35,1,0.06,1200,1.3,17.8,0.19,1
1542,399530.5553,7072751.219,994.1487194,63.08,out,VLCL_TOP,21.2,44.54,12036.71169,1.2,1.52,46,0.88,0.49,0.07,230,3.08,6.7,0.07,3
1543,399530.5495,7072751.209,993.1487839,63.08,out,VLCL_TOP,21.2,44.54,12036.71169,1.2,1.52,46,0.88,0.49,0.07,230,3.08,6.7,0.07,4
1544,399530.4521,7072751.004,971.6900489,67.8,in,VLCL_TOP,66.1,52.9,84490.54505,1.13,2.17,55.9,0.28,0.37,0.05,320,6.42,3.9,0.06,6
1545,399530.4469,7072750.992,970.6901337,67.8,in,VLCL_TOP,66.1,52.9,84490.54505,1.13,2.17,55.9,0.28,0.37,0.05,320,6.42,3.9,0.06,3
1546,399530.3417,7072750.444,927.9939331,69.48,in,VLCL_BOTTOM,20.8,24.17,20586.05723,4.66,3.36,26.2,0.88,3.65,0.95,590,0.4,17.2,0.39,0.2
1547,399530.3411,7072750.434,927.1790006,69.48,in,VLCL_BOTTOM,20.8,24.17,20586.05723,4.66,3.36,26.2,0.88,3.65,0.95,590,0.4,17.2,0.39,0.5
1548,399530.3408,7072750.428,926.7690346,69.48,in,VLCL_BOTTOM,20.8,24.17,20586.05723,4.66,3.36,26.2,0.88,3.65,0.95,590,0.4,17.2,0.39,1
1549,399671.19,7072811.79,1001.13,67.34,in,VLCL_TOP,56,43.17,58854.76688,2.2,2.7,46.1,0.75,0.7,0.41,250,3.36,8.9,0.09,0
1550,399671.19,7072811.79,1000.13,67.34,in,VLCL_TOP,56,43.17,58854.76688,2.2,2.7,46.1,0.75,0.7,0.41,250,3.36,8.9,0.09,2.5
1551,399671.19,7072811.79,993.195,65.51,in,VLCL_TOP,21.6,25.38,18082.93957,4.15,3.07,30,0.6,2.39,1.06,770,2.21,15.7,0.31,0.1
1552,399671.19,7072811.79,992.545,65.51,in,VLCL_TOP,21.6,25.38,18082.93957,4.15,3.07,30,0.6,2.39,1.06,770,2.21,15.7,0.31,1.5
1553,399671.19,7072811.79,991.77,65.51,in,VLCL_TOP,21.6,25.38,18082.93957,4.15,3.07,30,0.6,2.39,1.06,770,2.21,15.7,0.31,0.1
1554,399671.19,7072811.79,991.42,65.51,in,VLCL_TOP,21.6,25.38,18082.93957,4.15,3.07,30,0.6,2.39,1.06,770,2.21,15.7,0.31,5
1555,399671.19,7072811.79,991.21,65.97,in,VLCL_TOP,13,20.82,8629.77675,4.63,3.73,26.4,0.71,1.46,1.52,520,2.21,17.9,0.2,5
1556,399671.19,7072811.79,990.945,65.97,in,VLCL_TOP,13,20.82,8629.77675,4.63,3.73,26.4,0.71,1.46,1.52,520,2.21,17.9,0.2,0.1
1557,399671.19,7072811.79,990.59,65.97,in,VLCL_TOP,13,20.82,8629.77675,4.63,3.73,26.4,0.71,1.46,1.52,520,2.21,17.9,0.2,0.1
1558,399671.19,7072811.79,990.23,65.97,in,VLCL_TOP,13,20.82,8629.77675,4.63,3.73,26.4,0.71,1.46,1.52,520,2.21,17.9,0.2,1.3
1559,399671.19,7072811.79,989.695,65.97,in,VLCL_TOP,13,20.82,8629.77675,4.63,3.73,26.4,0.71,1.46,1.52,520,2.21,17.9,0.2,0.1
1560,399671.19,7072811.79,989.32,65.97,in,VLCL_TOP,13,20.82,8629.77675,4.63,3.73,26.4,0.71,1.46,1.52,520,2.21,17.9,0.2,2
1561,399671.19,7072811.79,988.28,61.41,in,VLCL_TOP,5.2,37.7,3780.859462,2.34,2.01,41.1,0.27,0.57,0.15,870,3.58,12.2,0.15,2
1562,399763.5781,7072858.261,1008.872512,55.48,in,VLCL_TOP,33.5,32.83,3191.146291,5.45,2.62,14.8,0.71,1.36,2.67,380,3.61,23.5,0.14,15
1563,399763.579,7072858.279,1008.487941,55.48,in,VLCL_TOP,33.5,32.83,3191.146291,5.45,2.62,14.8,0.71,1.36,2.67,380,3.61,23.5,0.14,12
1564,399763.5814,7072858.322,1007.578954,55.48,in,VLCL_TOP,33.5,32.83,3191.146291,5.45,2.62,14.8,0.71,1.36,2.67,380,3.61,23.5,0.14,0.1
1565,399825.1273,7072712.189,1071.605755,51.99,out,ANDE_UPPER,3.9,15.5,1997.552095,6.01,4.12,16.7,0.28,1.29,2.33,1830,0.9,23.3,1.14,1
1566,399825.1388,7072712.147,1070.606708,51.99,out,ANDE_UPPER,3.9,15.5,1997.552095,6.01,4.12,16.7,0.28,1.29,2.33,1830,0.9,23.3,1.14,0.5
1567,399825.271,7072711.537,1055.844927,56.7,out,VLCL_TOP,6,36.7,4819.118553,1.18,2.64,33,0.07,0.7,0.02,280,1.73,18.1,0.12,1
1568,399825.2748,7072711.508,1055.095519,56.7,out,VLCL_TOP,6,36.7,4819.118553,1.18,2.64,33,0.07,0.7,0.02,280,1.73,18.1,0.12,2
1569,399825.2796,7072711.469,1054.111289,56.7,out,VLCL_TOP,6,36.7,4819.118553,1.18,2.64,33,0.07,0.7,0.02,280,1.73,18.1,0.12,1
1570,399825.3835,7072710.708,1033.620711,51.53,out,VLCL_TOP,2.2,25.84,989.0874991,4.23,2.82,26.8,1.24,1.59,0.69,450,1.33,15.1,0.16,0
1571,399825.3872,7072710.684,1032.991154,51.53,out,VLCL_TOP,2.2,25.84,989.0874991,4.23,2.82,26.8,1.24,1.59,0.69,450,1.33,15.1,0.16,1
1572,399825.3909,7072710.659,1032.321633,51.53,out,VLCL_TOP,2.2,25.84,989.0874991,4.23,2.82,26.8,1.24,1.59,0.69,450,1.33,15.1,0.16,0.3
1573,399825.393,7072710.645,1031.951899,51.53,out,VLCL_TOP,2.2,25.84,989.0874991,4.23,2.82,26.8,1.24,1.59,0.69,450,1.33,15.1,0.16,0.1
1574,399825.4261,7072710.32,1023.668377,59.43,out,VLCL_TOP,6.8,19.76,4622.161763,4.89,5.68,20.8,0.76,3.29,0.28,630,0.79,15.8,0.25,0.2
1575,399825.428,7072710.286,1022.829051,59.43,out,VLCL_TOP,6.8,19.76,4622.161763,4.89,5.68,20.8,0.76,3.29,0.28,630,0.79,15.8,0.25,1
1576,399825.4296,7072710.255,1022.044676,59.43,out,VLCL_TOP,6.8,19.76,4622.161763,4.89,5.68,20.8,0.76,3.29,0.28,630,0.79,15.8,0.25,0.5
1577,399825.4327,7072709.988,1015.26494,63.54,out,VLCL_TOP,16.4,33.93,14352.66958,2.6,2.49,35.1,0.18,1.75,0.03,520,5.37,11.6,0.11,20
1578,399825.4328,7072709.949,1014.265702,63.54,out,VLCL_TOP,16.4,33.93,14352.66958,2.6,2.49,35.1,0.18,1.75,0.03,520,5.37,11.6,0.11,1
1579,399825.4331,7072709.927,1013.706129,65.36,in,VLCL_TOP,40.6,44.54,36025.44151,2.39,1.95,44.9,0.83,1.52,0.04,410,0.93,8.1,0.11,1
1580,399825.4337,7072709.904,1013.111583,65.36,in,VLCL_TOP,40.6,44.54,36025.44151,2.39,1.95,44.9,0.83,1.52,0.04,410,0.93,8.1,0.11,2
1581,399825.4348,7072709.872,1012.297206,65.36,in,VLCL_TOP,40.6,44.54,36025.44151,2.39,1.95,44.9,0.83,1.52,0.04,410,0.93,8.1,0.11,0.7
1582,399825.4773,7072709.505,1002.899466,59.43,in,VLCL_TOP,6.6,20.06,4856.030342,5.08,3.83,21.3,1.93,2.87,0.07,410,0.52,16.4,0.3,0.3
1583,399825.5642,7072709.015,989.5537304,65.57,in,VLCL_TOP,43.9,43.02,43513.84507,1.88,1.04,43.7,0.1,1.67,0.05,400,1.1,11.7,0.08,0.1
1584,399825.5705,7072708.978,988.554434,65.57,in,VLCL_TOP,43.9,43.02,43513.84507,1.88,1.04,43.7,0.1,1.67,0.05,400,1.1,11.7,0.08,0.5
1585,399825.6166,7072708.702,981.1647582,64.3,in,VLCL_TOP,24.2,31.01,16528.14297,5.15,0.88,31.8,0.94,3.27,0.06,530,0.94,13.8,0.33,1
1586,399825.6228,7072708.664,980.1654811,64.3,in,VLCL_TOP,24.2,31.01,16528.14297,5.15,0.88,31.8,0.94,3.27,0.06,530,0.94,13.8,0.33,0.2
1587,399670.9524,7072588.569,1065.48686,56.55,out,VLCL_TOP,10.3,33.77,3550.090067,3.7,3.08,28.6,1.63,1.45,0.26,720,0.98,14.9,0.19,0.5
1588,399671.0303,7072588.556,1064.489986,56.55,out,VLCL_TOP,10.3,33.77,3550.090067,3.7,3.08,28.6,1.63,1.45,0.26,720,0.98,14.9,0.19,0
1589,399671.2022,7072588.526,1062.286888,62.24,out,VLCL_TOP,26.7,26.6,8195.77104,4.36,4.22,28.7,1.17,1.48,0.79,780,0.65,12.8,0.39,2
1590,399671.2567,7072588.516,1061.589078,62.24,out,VLCL_TOP,26.7,26.6,8195.77104,4.36,4.22,28.7,1.17,1.48,0.79,780,0.65,12.8,0.39,0
1591,399671.3233,7072588.504,1060.736756,62.24,out,VLCL_TOP,26.7,26.6,8195.77104,4.36,4.22,28.7,1.17,1.48,0.79,780,0.65,12.8,0.39,0.1
1592,399671.3466,7072588.5,1060.437697,62.24,out,VLCL_TOP,26.7,26.6,8195.77104,4.36,4.22,28.7,1.17,1.48,0.79,780,0.65,12.8,0.39,1
1593,399674.7438,7072587.855,1016.092441,66.43,in,VLCL_BOTTOM,52.2,43.67,38225.15549,3.53,1.93,47.5,1.23,1.72,0.16,490,0.33,9.1,0.24,0
1594,399674.8192,7072587.842,1015.100391,66.43,in,VLCL_BOTTOM,52.2,43.67,38225.15549,3.53,1.93,47.5,1.23,1.72,0.16,490,0.33,9.1,0.24,0.1
1595,399674.869,7072587.833,1014.447348,66.43,in,VLCL_BOTTOM,52.2,43.67,38225.15549,3.53,1.93,47.5,1.23,1.72,0.16,490,0.33,9.1,0.24,0
1596,399675.5248,7072587.713,1005.898314,63.08,in,VLCL_BOTTOM,43.1,38.36,48245.80547,3.69,3.7,41.7,0.97,0.97,0.23,260,0.98,10.2,0.17,0.3
1597,399675.6017,7072587.698,1004.901378,63.08,in,VLCL_BOTTOM,43.1,38.36,48245.80547,3.69,3.7,41.7,0.97,0.97,0.23,260,0.98,10.2,0.17,0.5
1598,399940.934,7072719.537,985.0438486,54.42,out,VLCL_BOTTOM,11.4,26.68,2283.640381,6.85,2.39,14.3,1.04,3.1,2.86,1810,0.82,20.2,1.22,0.1
1599,399940.9461,7072719.541,984.0989334,54.42,out,VLCL_BOTTOM,11.4,26.68,2283.640381,6.85,2.39,14.3,1.04,3.1,2.86,1810,0.82,20.2,1.22,0.2
1600,399940.9583,7072719.544,983.1490187,54.42,out,VLCL_BOTTOM,11.4,26.68,2283.640381,6.85,2.39,14.3,1.04,3.1,2.86,1810,0.82,20.2,1.22,0.2
1601,399866.9219,7072628.37,1089.875973,28.56,out,BX,23.7,13.34,8260.477581,6.23,2.87,13.95,0.22,2.3,3.21,1740,0.27,21.3,1.16,0.1
1602,399866.9154,7072628.343,1088.876355,28.56,out,BX,23.7,13.34,8260.477581,6.23,2.87,13.95,0.22,2.3,3.21,1740,0.27,21.3,1.16,0.2
1615,399866.1307,7072625.982,995.8949544,61.4,in,ANLT,6.2,22.5,4933.93697,5.44,2.78,22,2.08,4.15,0.06,740,0.34,17,0.46,2
1616,399866.1202,7072625.958,994.8953138,61.4,in,ANLT,6.2,22.5,4933.93697,5.44,2.78,22,2.08,4.15,0.06,740,0.34,17,0.46,0.5
1622,399960.8429,7072673.368,1061.276973,59.88,out,BX,4.6,36.94,2272.866168,2.77,3.27,38.4,0.95,1.42,0.33,610,4.2,8.1,0.31,0.1
1623,399960.8396,7072673.375,1060.417008,59.88,out,BX,4.6,36.94,2272.866168,2.77,3.27,38.4,0.95,1.42,0.33,610,4.2,8.1,0.31,3
1624,399960.8363,7072673.382,1059.577043,59.88,out,BX,4.6,36.94,2272.866168,2.77,3.27,38.4,0.95,1.42,0.33,610,4.2,8.1,0.31,2
1625,399960.8096,7072673.432,1053.327294,63.69,in,BX,27.4,41.95,17326.34837,2.28,1.1,43.7,0.9,0.78,0.08,430,3.75,10.5,0.1,3
1626,399960.8079,7072673.435,1052.887311,63.69,in,BX,27.4,41.95,17326.34837,2.28,1.1,43.7,0.9,0.78,0.08,430,3.75,10.5,0.1,3
1627,399960.8056,7072673.44,1052.252336,63.69,in,BX,27.4,41.95,17326.34837,2.28,1.1,43.7,0.9,0.78,0.08,430,3.75,10.5,0.1,1
1628,399960.8036,7072673.445,1051.692357,63.69,in,BX,27.4,41.95,17326.34837,2.28,1.1,43.7,0.9,0.78,0.08,430,3.75,10.5,0.1,1
1629,399960.7914,7072673.483,1047.087531,62.24,in,BX,14.1,36.18,7058.123347,2.35,1.5,36.6,0.76,0.81,0.26,250,1.95,11.1,0.09,1.5
1630,399960.7904,7072673.487,1046.56255,62.24,in,BX,14.1,36.18,7058.123347,2.35,1.5,36.6,0.76,0.81,0.26,250,1.95,11.1,0.09,0.1
1631,399960.7897,7072673.49,1046.192564,62.24,in,BX,14.1,36.18,7058.123347,2.35,1.5,36.6,0.76,0.81,0.26,250,1.95,11.1,0.09,1
1632,399960.789,7072673.494,1045.717582,62.24,in,BX,14.1,36.18,7058.123347,2.35,1.5,36.6,0.76,0.81,0.26,250,1.95,11.1,0.09,1.5
1633,399960.7884,7072673.497,1045.362595,58.81,in,BX,5,41.17,3234.907469,2.16,2.18,40.6,0.88,1.11,0.04,400,3.49,7.9,0.09,1.5
1634,399960.787,7072673.505,1044.46263,58.81,in,BX,5,41.17,3234.907469,2.16,2.18,40.6,0.88,1.11,0.04,400,3.49,7.9,0.09,1.5
1635,399960.7853,7072673.513,1043.537666,58.81,in,BX,5,41.17,3234.907469,2.16,2.18,40.6,0.88,1.11,0.04,400,3.49,7.9,0.09,0.7
1636,399960.7801,7072673.532,1041.332756,59.5,in,VLCL_TOP,5.4,31.01,2839.952265,3.16,2.11,31.8,1.31,1.46,0.2,340,2.28,13.4,0.11,0.5
1637,399960.7773,7072673.541,1040.332799,59.5,in,VLCL_TOP,5.4,31.01,2839.952265,3.16,2.11,31.8,1.31,1.46,0.2,340,2.28,13.4,0.11,0.7
1643,399960.6471,7072673.764,1015.169131,41.9,out,VLCL_BOTTOM,16.6,27.36,8391.4545,3.75,3.66,29.5,1.02,1.04,1.37,920,3.1,13,0.5,2
1644,399960.6439,7072673.769,1014.559164,41.9,out,VLCL_BOTTOM,16.6,27.36,8391.4545,3.75,3.66,29.5,1.02,1.04,1.37,920,3.1,13,0.5,3
1645,399960.6403,7072673.776,1013.829202,41.9,out,VLCL_BOTTOM,16.6,27.36,8391.4545,3.75,3.66,29.5,1.02,1.04,1.37,920,3.1,13,0.5,0.3
1646,399960.6203,7072673.847,1005.074522,44.84,out,BX,20,20.52,9878.051968,5.05,3.22,21.9,0.36,1.04,2.71,1480,1.06,16.7,0.91,0.3
1647,399960.62,7072673.854,1004.07455,44.84,out,BX,20,20.52,9878.051968,5.05,3.22,21.9,0.36,1.04,2.71,1480,1.06,16.7,0.91,0.3
1648,399960.6085,7072673.91,996.9997777,41.95,out,BX,34.2,19.15,11538.80255,5.72,4.91,19.5,0.52,1.31,2.43,1480,1.67,14.6,0.93,0.8
1649,399960.6056,7072673.918,995.999815,41.95,out,BX,34.2,19.15,11538.80255,5.72,4.91,19.5,0.52,1.31,2.43,1480,1.67,14.6,0.93,1
1650,399887.6436,7072581.859,1084.177744,54.92,out,VLCL_TOP,11.1,23.75,5785.188839,5.19,2.18,24.7,0.19,4.71,0.11,690,4.62,15.1,0.38,1
1651,399887.6531,7072581.829,1083.263304,54.92,out,VLCL_TOP,11.1,23.75,5785.188839,5.19,2.18,24.7,0.19,4.71,0.11,690,4.62,15.1,0.38,3
1652,399887.6597,7072581.807,1082.613696,54.92,out,VLCL_TOP,11.1,23.75,5785.188839,5.19,2.18,24.7,0.19,4.71,0.11,690,4.62,15.1,0.38,0.6
1653,399887.6834,7072581.729,1080.220091,64.68,in,VLCL_TOP,32,32.68,27588.575,4.09,2.84,32.3,1.4,2.23,0.07,470,2.06,13.1,0.3,1
1654,399887.693,7072581.697,1079.220652,64.68,in,VLCL_TOP,32,32.68,27588.575,4.09,2.84,32.3,1.4,2.23,0.07,470,2.06,13.1,0.3,1.5
1655,399887.7772,7072581.347,1067.621257,53.96,in,VLCL_TOP,6.4,21.89,3451.122994,3.79,6.54,23.2,0.8,2.13,0.03,690,3.2,13.1,0.31,1
1656,399887.7827,7072581.317,1066.621697,53.96,in,VLCL_TOP,6.4,21.89,3451.122994,3.79,6.54,23.2,0.8,2.13,0.03,690,3.2,13.1,0.31,0.5
1657,399887.8405,7072581.056,1058.110914,59.13,in,VLCL_TOP,38.2,31.31,28677.36812,3.18,2.06,32.3,0.6,1.55,0.42,410,1.72,13.6,0.13,2
1658,399887.8455,7072581.035,1057.461261,59.13,in,VLCL_TOP,38.2,31.31,28677.36812,3.18,2.06,32.3,0.6,1.55,0.42,410,1.72,13.6,0.13,0.5
1659,399887.8499,7072581.017,1056.891561,59.13,in,VLCL_TOP,38.2,31.31,28677.36812,3.18,2.06,32.3,0.6,1.55,0.42,410,1.72,13.6,0.13,1.5
1660,399887.9269,7072580.709,1046.506415,55.48,in,VLCL_TOP,23.1,23.71,18218.46167,3.32,10,23.6,0.74,1.89,0.04,410,0.82,10.1,0.19,0.1
1661,399887.9317,7072580.691,1045.856692,55.48,in,VLCL_TOP,23.1,23.71,18218.46167,3.32,10,23.6,0.74,1.89,0.04,410,0.82,10.1,0.19,0.5
1662,399887.9375,7072580.669,1045.087018,55.48,in,VLCL_TOP,23.1,23.71,18218.46167,3.32,10,23.6,0.74,1.89,0.04,410,0.82,10.1,0.19,0
1663,399887.9402,7072580.66,1044.737166,55.48,in,VLCL_TOP,23.1,23.71,18218.46167,3.32,10,23.6,0.74,1.89,0.04,410,0.82,10.1,0.19,0.5
1664,399887.9912,7072580.481,1038.299834,64.6,in,VLCL_TOP,45.4,40.43,44241.69137,1.55,3.46,40.8,0.33,1.2,0.03,1490,3.56,9.3,0.07,0.5
1665,399887.9952,7072580.468,1037.800035,64.6,in,VLCL_TOP,45.4,40.43,44241.69137,1.55,3.46,40.8,0.33,1.2,0.03,1490,3.56,9.3,0.07,4
1666,399888.0009,7072580.448,1037.050331,64.6,in,VLCL_TOP,45.4,40.43,44241.69137,1.55,3.46,40.8,0.33,1.2,0.03,1490,3.56,9.3,0.07,2
1670,399723.6581,7072454.57,1128.27245,60.8,out,VLCL_TOP,6.9,46.06,4443.122259,1.45,3.98,48.1,0.27,0.21,0.06,350,3.68,5.6,0.08,5
1671,399723.6488,7072454.581,1127.777672,60.8,out,VLCL_TOP,6.9,46.06,4443.122259,1.45,3.98,48.1,0.27,0.21,0.06,350,3.68,5.6,0.08,1.5
1672,399723.6363,7072454.597,1127.117968,60.8,out,VLCL_TOP,6.9,46.06,4443.122259,1.45,3.98,48.1,0.27,0.21,0.06,350,3.68,5.6,0.08,2
1673,399723.6267,7072454.608,1126.613196,60.8,out,VLCL_TOP,6.9,46.06,4443.122259,1.45,3.98,48.1,0.27,0.21,0.06,350,3.68,5.6,0.08,2
1674,399722.9952,7072455.369,1094.013177,64.91,in,VLCL_TOP,36,34.66,27496.0298,3.65,4.6,36.8,0.92,0.73,0.62,440,3.68,10.8,0.19,1
1675,399722.9769,7072455.393,1093.013637,64.91,in,VLCL_TOP,36,34.66,27496.0298,3.65,4.6,36.8,0.92,0.73,0.62,440,3.68,10.8,0.19,2
1676,399722.8099,7072455.624,1083.683,62.33,in,ANLT,2.7,27.66,1130.665638,5.48,4.36,29.3,2,1.22,0.6,700,2.73,13.3,0.57,0.8
1677,399722.7919,7072455.649,1082.683461,62.33,in,ANLT,2.7,27.66,1130.665638,5.48,4.36,29.3,2,1.22,0.6,700,2.73,13.3,0.57,0.4
1678,399722.5713,7072455.946,1070.319004,66.5,in,VLCL_BOTTOM,34.1,44.54,35493.51987,2.52,4.29,44.5,1.1,0.34,0.49,550,3.01,6.5,0.22,0.2
1679,399722.5567,7072455.967,1069.449385,66.5,in,VLCL_BOTTOM,34.1,44.54,35493.51987,2.52,4.29,44.5,1.1,0.34,0.49,550,3.01,6.5,0.22,3
1680,399722.5428,7072455.988,1068.609752,66.5,in,VLCL_BOTTOM,34.1,44.54,35493.51987,2.52,4.29,44.5,1.1,0.34,0.49,550,3.01,6.5,0.22,0.7
1681,399722.4672,7072456.101,1063.981743,65.89,in,VLCL_BOTTOM,38.3,42.26,41053.29871,2.2,4.69,42.5,0.42,0.95,0.12,500,6.42,6.8,0.16,2
1682,399722.451,7072456.125,1062.982165,65.89,in,VLCL_BOTTOM,38.3,42.26,41053.29871,2.2,4.69,42.5,0.42,0.95,0.12,500,6.42,6.8,0.16,2
1683,399722.272,7072456.384,1051.971664,64.75,in,VLCL_BOTTOM,12.2,35.27,8603.9364,2.77,3.84,39.2,0.73,1.18,0.17,600,5.44,10.6,0.15,2
1684,399722.2606,7072456.399,1051.286937,64.75,in,VLCL_BOTTOM,12.2,35.27,8603.9364,2.77,3.84,39.2,0.73,1.18,0.17,600,5.44,10.6,0.15,3
1685,399722.2531,7072456.41,1050.832117,64.75,in,VLCL_BOTTOM,12.2,35.27,8603.9364,2.77,3.84,39.2,0.73,1.18,0.17,600,5.44,10.6,0.15,4.5
1686,399722.2478,7072456.417,1050.517242,64.75,in,VLCL_BOTTOM,12.2,35.27,8603.9364,2.77,3.84,39.2,0.73,1.18,0.17,600,5.44,10.6,0.15,2.5
1687,399721.6296,7072457.315,1008.396398,65.36,out,VLCL_BOTTOM,19.3,33.14,18005.46061,2.23,8.88,35,0.36,0.71,0.07,580,2.25,8.7,0.12,1
1688,399721.6215,7072457.33,1007.651593,65.36,out,VLCL_BOTTOM,19.3,33.14,18005.46061,2.23,8.88,35,0.36,0.71,0.07,580,2.25,8.7,0.12,0.6
1689,399721.6118,7072457.348,1006.756828,65.36,out,VLCL_BOTTOM,19.3,33.14,18005.46061,2.23,8.88,35,0.36,0.71,0.07,580,2.25,8.7,0.12,0.1
